weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.588,-0.177,-0.262,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",4000.0
-0.588,-0.177,-0.669,-0.914,-0.683,-0.766,-0.321,0.407,"[0, 1, 2, 3, 4, 5, 6, 7]",3466.0
-0.588,-0.177,-0.262,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3923.0
-0.588,-0.177,-0.669,0.712,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3637.0
-0.813,-0.177,-0.262,-0.729,-0.683,-0.766,-0.321,0.025,"[0, 1, 2, 3, 4, 5, 6, 7]",281.0
-0.588,-0.177,-0.669,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3631.0
-0.588,-0.177,-0.262,0.712,-0.683,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3562.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.766,-0.083,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3592.0
-0.559,-0.177,-0.669,-0.729,0.738,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3494.0
-0.559,-0.177,-0.669,-0.914,-0.683,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",235.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.882,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3647.0
-0.588,-0.177,-0.262,-0.914,0.587,-0.62,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3517.0
-0.588,-0.177,-0.669,-0.729,-0.683,0.856,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",283.0
-0.588,-0.177,-0.669,0.712,-0.683,-0.766,-0.083,0.27,"[0, 1, 2, 3, 4, 5, 6, 7]",3504.0
-0.588,-0.177,-0.262,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3932.0
-0.588,-0.177,-0.669,-0.729,0.182,-0.882,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3569.0
-0.559,-0.177,-0.669,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3638.0
-0.588,-0.177,-0.669,-0.729,-0.659,-0.766,0.748,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",388.0
-0.754,-0.177,-0.669,0.66,0.931,-0.233,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3575.0
-0.559,-0.177,-0.262,0.712,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3655.0
