weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.992,-0.853,-0.669,-0.729,0.15,0.116,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",2849.0
0.15,-0.897,-0.949,-0.587,0.185,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3529.0
-0.161,0.355,-0.565,0.319,-0.18,0.225,0.874,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",253.0
0.152,-0.853,-0.638,-0.729,0.15,-0.006,0.514,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",447.0
0.126,-0.897,-0.565,0.816,-0.18,-0.13,0.514,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",655.0
0.318,-0.853,-0.638,0.145,-0.132,0.759,0.514,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",379.0
0.374,-0.853,-0.638,0.644,-0.658,-0.13,0.742,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",625.0
0.58,-0.382,-0.742,0.816,-0.18,0.694,0.742,0.72,"[0, 1, 2, 3, 4, 5, 6, 7]",254.0
0.126,-0.897,-0.949,-0.729,-0.18,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3483.0
0.557,0.549,-0.565,0.319,-0.132,0.116,0.514,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",189.0
0.126,-0.897,-0.638,0.816,-0.18,0.925,0.514,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",230.0
0.126,-0.502,-0.638,-0.435,-0.18,-0.006,0.058,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",2943.0
0.318,-0.603,-0.669,0.333,0.821,0.116,0.388,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",525.0
-0.161,-0.897,-0.669,0.319,-0.658,-0.13,-0.096,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3409.0
0.346,0.355,-0.313,0.333,-0.18,0.446,0.514,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",234.0
0.318,-0.853,-0.313,0.816,-0.614,0.116,0.83,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",369.0
0.15,-0.482,-0.669,-0.162,-0.18,0.446,0.742,0.202,"[0, 1, 2, 3, 4, 5, 6, 7]",314.0
0.15,-0.621,-0.949,0.816,0.15,0.446,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3536.0
0.152,-0.897,-0.227,-0.435,-0.18,-0.006,0.514,0.858,"[0, 1, 2, 3, 4, 5, 6, 7]",332.0
0.126,-0.897,-0.313,-0.487,-0.18,0.694,0.514,0.72,"[0, 1, 2, 3, 4, 5, 6, 7]",136.0
