weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.992,-0.621,-0.638,0.244,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3541.0
-0.796,-0.853,-0.669,-0.729,-0.18,-0.006,-0.025,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3449.0
0.126,-0.621,-0.638,-0.729,-0.433,-0.006,-0.096,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3490.0
-0.796,-0.621,-0.638,-0.729,0.987,-0.006,-0.461,0.721,"[0, 1, 2, 3, 4, 5, 6, 7]",1397.0
-0.796,-0.621,0.77,-0.435,0.987,-0.006,-0.059,-0.583,"[0, 1, 2, 3, 4, 5, 6, 7]",210.0
-0.796,-0.621,-0.669,-0.729,-0.18,0.629,0.247,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",480.0
-0.796,-0.797,-0.638,-0.729,-0.18,0.243,0.247,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",3639.0
-0.796,-0.621,0.07,-0.729,-0.498,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",212.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.059,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3662.0
0.126,-0.797,-0.669,-0.729,-0.18,0.243,0.247,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",657.0
0.126,-0.621,-0.669,-0.729,-0.498,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3370.0
-0.796,-0.853,-0.669,-0.729,-0.264,-0.219,-0.461,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",3425.0
-0.796,-0.621,-0.669,-0.729,0.987,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3483.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.059,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3495.0
-0.796,-0.853,-0.669,-0.729,-0.18,0.243,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3572.0
-0.796,-0.621,-0.638,0.818,-0.498,-0.006,-0.096,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3433.0
-0.796,-0.853,-0.669,-0.729,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3594.0
-0.343,-0.621,-0.638,-0.729,0.987,-0.006,-0.096,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3503.0
-0.796,-0.621,-0.669,-0.435,-0.498,0.243,-0.059,0.808,"[0, 1, 2, 3, 4, 5, 6, 7]",260.0
-0.796,-0.797,-0.669,-0.435,-0.18,0.811,0.247,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",249.0
