weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.608,-0.853,-0.638,-0.081,0.794,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3514.0
-0.23,-0.546,-0.638,-0.729,0.773,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3530.0
-0.608,-0.438,-0.638,-0.729,0.794,-0.006,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3496.0
-0.796,-0.438,-0.669,-0.729,-0.374,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3465.0
-0.608,-0.853,-0.638,-0.729,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3476.0
-0.916,-0.853,-0.638,-0.081,0.794,-0.766,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3417.0
-0.889,-0.546,-0.669,-0.729,-0.85,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3508.0
-0.889,-0.546,-0.638,-0.729,0.794,0.489,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3324.0
-0.916,-0.853,-0.638,-0.729,0.794,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3435.0
-0.608,-0.853,-0.638,-0.081,0.794,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3644.0
-0.796,-0.438,-0.638,-0.081,0.359,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3451.0
-0.796,-0.546,-0.638,-0.729,0.794,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3518.0
-0.608,-0.853,-0.638,-0.081,0.773,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3512.0
-0.052,-0.546,-0.669,0.244,-0.374,0.956,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",223.0
-0.052,-0.546,-0.669,-0.729,0.794,-0.695,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",293.0
-0.608,-0.853,-0.669,0.627,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3506.0
-0.608,-0.853,-0.669,-0.729,-0.267,-0.766,0.744,0.933,"[0, 1, 2, 3, 4, 5, 6, 7]",686.0
-0.23,-0.438,-0.669,-0.729,0.773,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3391.0
-0.796,-0.853,-0.638,-0.729,0.359,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3531.0
-0.608,-0.853,-0.638,-0.729,0.794,-0.006,0.876,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",461.0
