weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3723.0
0.344,-0.177,-0.262,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1144.0
-0.592,-0.177,-0.262,-0.729,-0.663,-0.766,0.888,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",380.0
-0.588,-0.177,-0.669,-0.729,-0.663,-0.766,0.144,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3327.0
-0.559,-0.177,-0.669,0.712,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3553.0
-0.588,-0.177,-0.669,-0.914,-0.683,-0.882,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3675.0
0.341,-0.177,-0.669,-0.729,-0.683,-0.109,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",602.0
-0.588,-0.177,-0.669,0.712,-0.683,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3614.0
-0.588,-0.177,-0.669,-0.729,-0.663,-0.766,-0.321,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3526.0
-0.588,-0.177,-0.262,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",4037.0
-0.588,-0.177,-0.669,-0.729,-0.683,0.009,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3693.0
-0.559,-0.177,-0.669,0.712,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3752.0
-0.588,-0.177,-0.669,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3568.0
-0.559,-0.177,-0.669,-0.729,-0.265,-0.67,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3382.0
-0.588,-0.177,-0.262,-0.729,-0.659,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3733.0
-0.588,-0.177,-0.262,-0.729,-0.838,-0.109,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3555.0
-0.754,-0.177,-0.669,-0.729,-0.663,-0.766,-0.321,0.27,"[0, 1, 2, 3, 4, 5, 6, 7]",3800.0
-0.211,-0.177,-0.669,0.712,-0.683,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3534.0
-0.588,-0.177,-0.669,-0.729,0.469,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3647.0
-0.211,-0.986,-0.669,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3482.0
