weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.126,-0.621,-0.638,-0.435,-0.83,-0.006,-0.096,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3443.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.059,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3501.0
-0.796,-0.621,-0.638,-0.729,-0.669,-0.006,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3501.0
0.126,-0.226,-0.638,-0.729,-0.498,-0.564,-0.096,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",297.0
-0.161,-0.621,-0.638,-0.435,0.987,0.429,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3476.0
0.126,-0.621,-0.638,-0.587,-0.83,-0.006,-0.096,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3444.0
-0.796,-0.621,-0.638,-0.729,-0.498,-0.006,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3414.0
0.126,-0.621,-0.638,-0.729,-0.669,0.243,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",196.0
-0.992,-0.621,-0.638,-0.729,-0.18,-0.006,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3565.0
-0.992,-0.621,-0.638,-0.435,-0.549,-0.13,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3390.0
0.501,0.325,-0.669,-0.587,-0.83,0.116,0.018,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",244.0
0.126,0.286,-0.638,-0.729,-0.83,0.243,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",221.0
-0.161,-0.853,-0.638,-0.729,-0.18,0.429,-0.059,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3431.0
-0.796,-0.797,-0.669,-0.729,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3465.0
-0.796,-0.621,-0.638,-0.729,-0.669,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3490.0
0.126,-0.621,-0.669,-0.435,-0.83,-0.006,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",2856.0
0.126,-0.809,0.127,0.586,-0.83,-0.006,-0.493,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",300.0
-0.796,-0.621,-0.638,-0.729,-0.707,-0.006,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3407.0
0.126,-0.621,-0.309,-0.435,-0.83,-0.197,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",262.0
0.126,-0.621,-0.669,-0.435,-0.18,0.243,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3435.0
