weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.23,-0.853,-0.669,-0.729,0.773,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3645.0
-0.796,-0.853,-0.669,0.244,-0.143,0.18,-0.59,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3561.0
-0.796,-0.546,-0.638,-0.081,-0.18,-0.695,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3556.0
-0.052,-0.853,-0.638,0.244,-0.18,-0.766,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3420.0
-0.796,-0.797,-0.638,-0.729,-0.911,-0.006,-0.382,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3476.0
-0.052,-0.546,-0.638,-0.081,0.794,-0.695,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3446.0
-0.796,-0.546,-0.638,-0.729,0.359,0.252,-0.096,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3433.0
-0.23,-0.546,-0.638,-0.729,0.773,-0.695,-0.59,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3356.0
-0.796,-0.546,-0.638,-0.729,-0.911,0.355,-0.382,0.742,"[0, 1, 2, 3, 4, 5, 6, 7]",271.0
0.772,-0.853,-0.669,-0.729,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3521.0
-0.796,-0.546,-0.638,-0.729,0.359,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3506.0
-0.889,-0.546,-0.638,-0.729,0.099,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3587.0
-0.608,-0.853,-0.638,-0.729,0.099,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3569.0
-0.796,-0.797,-0.638,-0.729,-0.911,-0.006,-0.096,-0.879,"[0, 1, 2, 3, 4, 5, 6, 7]",3429.0
-0.648,-0.853,-0.669,-0.576,0.987,0.18,-0.096,0.126,"[0, 1, 2, 3, 4, 5, 6, 7]",1982.0
0.249,-0.621,-0.669,-0.729,0.773,0.131,-0.321,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",1314.0
-0.052,-0.853,-0.669,-0.729,-0.911,0.355,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3434.0
0.678,-0.546,-0.669,-0.729,-0.911,0.355,-0.59,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1579.0
-0.796,-0.853,-0.669,0.267,0.987,0.18,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3607.0
-0.796,-0.034,-0.638,0.707,-0.498,0.18,-0.461,0.126,"[0, 1, 2, 3, 4, 5, 6, 7]",791.0
