weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.992,-0.621,-0.638,-0.729,-0.18,-0.006,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3469.0
-0.796,-0.621,-0.638,-0.729,0.987,-0.006,-0.461,-0.583,"[0, 1, 2, 3, 4, 5, 6, 7]",3514.0
-0.796,-0.621,-0.669,-0.587,0.622,-0.006,-0.059,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3400.0
-0.796,-0.621,-0.638,-0.729,-0.669,-0.086,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3311.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.059,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3667.0
0.466,-0.621,-0.638,0.015,-0.83,-0.006,-0.096,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3459.0
0.126,-0.621,-0.669,-0.729,-0.18,0.243,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3585.0
-0.796,-0.797,0.654,-0.796,-0.18,-0.006,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",163.0
-0.796,-0.797,-0.638,-0.729,-0.18,0.429,0.247,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",3548.0
0.126,0.998,-0.669,-0.435,-0.498,-0.473,-0.059,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",227.0
0.126,-0.621,-0.638,-0.729,-0.83,-0.006,-0.096,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3473.0
-0.796,-0.621,-0.638,-0.729,-0.669,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3454.0
-0.161,-0.621,-0.638,-0.729,0.987,0.429,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",309.0
-0.796,-0.853,-0.669,-0.729,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3541.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3516.0
-0.161,-0.621,-0.638,-0.435,-0.83,0.978,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",236.0
-0.055,-0.621,-0.638,-0.435,-0.669,0.243,-0.461,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",281.0
-0.796,-0.621,-0.669,-0.435,-0.498,0.243,-0.059,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3526.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.096,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3524.0
-0.992,-0.621,-0.638,0.244,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3704.0
