weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.992,-0.853,-0.638,0.244,-0.18,0.243,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3382.0
-0.796,-0.797,-0.669,-0.729,0.987,0.18,-0.59,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3534.0
-0.992,0.237,-0.669,-0.729,-0.18,-0.006,-0.461,-0.732,"[0, 1, 2, 3, 4, 5, 6, 7]",440.0
-0.796,-0.621,-0.669,-0.729,-0.18,-0.006,-0.096,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3551.0
-0.796,-0.621,-0.638,-0.081,-0.18,0.243,-0.096,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3689.0
-0.343,-0.621,-0.638,-0.729,0.773,-0.766,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3453.0
-0.992,-0.621,-0.669,-0.729,0.987,-0.006,-0.461,0.33,"[0, 1, 2, 3, 4, 5, 6, 7]",3155.0
-0.992,-0.853,0.897,-0.729,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",162.0
-0.992,-0.853,-0.669,-0.729,-0.18,-0.006,-0.472,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3336.0
-0.796,-0.853,-0.669,-0.729,-0.18,0.243,-0.025,0.066,"[0, 1, 2, 3, 4, 5, 6, 7]",3496.0
-0.992,-0.621,-0.669,-0.729,-0.18,-0.006,-0.096,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3607.0
-0.992,-0.621,-0.669,-0.729,0.987,-0.006,-0.461,0.494,"[0, 1, 2, 3, 4, 5, 6, 7]",171.0
-0.796,-0.546,-0.638,-0.729,-0.498,-0.695,-0.442,0.066,"[0, 1, 2, 3, 4, 5, 6, 7]",3424.0
0.578,-0.621,-0.669,-0.729,-0.416,0.243,-0.025,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",680.0
0.5,-0.853,-0.669,-0.729,-0.18,0.243,-0.096,0.066,"[0, 1, 2, 3, 4, 5, 6, 7]",1699.0
-0.796,-0.621,0.792,-0.729,-0.18,-0.006,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",148.0
-0.796,-0.621,0.235,-0.729,-0.18,-0.006,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",252.0
-0.343,-0.621,-0.638,-0.729,0.987,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3430.0
-0.796,-0.621,-0.669,-0.729,0.987,-0.867,-0.096,0.066,"[0, 1, 2, 3, 4, 5, 6, 7]",3417.0
-0.796,-0.621,-0.638,-0.729,0.662,-0.006,0.945,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",653.0
