weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.126,-0.897,-0.949,0.816,-0.18,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3517.0
0.15,-0.482,-0.669,-0.729,0.15,0.584,0.388,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",235.0
0.15,0.317,0.025,-0.587,0.15,0.584,0.014,-0.361,"[0, 1, 2, 3, 4, 5, 6, 7]",125.0
-0.992,0.355,-0.669,-0.729,0.15,0.446,0.248,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",236.0
0.15,0.808,-0.638,0.644,-0.658,-0.006,0.742,0.202,"[0, 1, 2, 3, 4, 5, 6, 7]",190.0
0.152,-0.853,-0.638,-0.435,-0.132,-0.006,0.514,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",1014.0
0.15,-0.482,-0.669,-0.587,0.185,0.902,0.742,0.202,"[0, 1, 2, 3, 4, 5, 6, 7]",315.0
-0.161,-0.897,-0.565,0.319,-0.658,-0.13,0.874,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",887.0
0.318,-0.853,-0.313,-0.729,0.15,0.446,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",200.0
-0.992,0.707,-0.669,-0.435,0.15,-0.309,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",239.0
0.6,0.808,-0.638,0.718,0.146,0.116,0.514,0.202,"[0, 1, 2, 3, 4, 5, 6, 7]",203.0
-0.992,0.355,-0.669,0.333,0.146,0.73,0.248,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",220.0
0.126,-0.897,-0.742,0.816,-0.18,0.694,0.514,0.72,"[0, 1, 2, 3, 4, 5, 6, 7]",325.0
0.374,-0.853,-0.638,0.644,-0.132,-0.006,0.742,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",434.0
-0.992,-0.853,-0.669,-0.729,0.15,0.116,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",3565.0
0.126,0.355,-0.949,-0.729,-0.18,0.446,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",282.0
0.318,-0.853,-0.313,0.333,-0.132,0.116,0.514,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",468.0
0.15,-0.603,-0.669,-0.277,0.15,0.446,0.388,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",245.0
0.744,-0.853,-0.313,-0.435,0.15,-0.309,0.248,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",233.0
0.15,-0.897,-0.565,-0.277,0.012,0.811,0.874,0.97,"[0, 1, 2, 3, 4, 5, 6, 7]",213.0
