weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.126,-0.621,-0.638,-0.587,-0.83,-0.006,-0.096,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3463.0
-0.161,-0.897,-0.949,-0.729,0.15,0.254,0.058,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",2329.0
-0.992,-0.853,-0.669,0.909,-0.18,0.429,0.514,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3413.0
-0.161,-0.897,-0.949,-0.729,0.185,-0.006,0.058,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3494.0
-0.992,-0.853,-0.398,-0.729,-0.18,-0.006,0.21,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3338.0
-0.992,-0.853,-0.669,-0.729,-0.18,0.429,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3414.0
0.759,0.232,-0.949,0.647,0.185,0.429,0.058,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",243.0
-0.992,-0.621,-0.638,-0.587,0.13,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3538.0
0.126,-0.621,-0.949,-0.729,0.15,0.243,-0.461,0.382,"[0, 1, 2, 3, 4, 5, 6, 7]",3473.0
-0.796,-0.621,-0.638,-0.729,-0.498,-0.006,-0.461,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3448.0
0.126,-0.603,-0.949,0.816,-0.18,0.543,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",1050.0
-0.992,-0.853,-0.669,-0.661,-0.766,0.116,0.654,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3568.0
0.126,-0.621,-0.949,0.816,0.15,-0.13,0.261,0.382,"[0, 1, 2, 3, 4, 5, 6, 7]",927.0
0.972,-0.621,-0.949,-0.729,0.15,-0.006,0.058,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",386.0
-0.161,-0.853,-0.669,-0.729,0.523,0.116,0.21,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",1170.0
-0.992,0.169,-0.498,-0.729,-0.561,-0.006,0.21,-0.887,"[0, 1, 2, 3, 4, 5, 6, 7]",427.0
0.126,-0.621,-0.638,-0.435,-0.83,-0.006,-0.096,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3580.0
0.549,-0.621,-0.669,-0.587,-0.498,0.151,-0.096,0.232,"[0, 1, 2, 3, 4, 5, 6, 7]",925.0
0.126,-0.603,-0.949,0.909,0.15,-0.13,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3517.0
0.126,-0.621,-0.669,0.062,-0.18,0.429,-0.461,0.382,"[0, 1, 2, 3, 4, 5, 6, 7]",294.0
