weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3836.0
-0.588,-0.177,-0.669,0.712,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3645.0
-0.588,-0.177,-0.669,-0.729,-0.265,-0.109,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3562.0
0.168,-0.257,-0.669,-0.729,-0.663,-0.766,-0.321,-0.22,"[0, 1, 2, 3, 4, 5, 6, 7]",3024.0
0.58,-0.24,-0.669,-0.729,-0.663,-0.766,-0.422,-0.965,"[0, 1, 2, 3, 4, 5, 6, 7]",738.0
-0.211,-0.177,-0.748,-0.081,-0.91,-0.766,-0.321,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3083.0
-0.559,-0.177,-0.999,0.695,0.045,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3600.0
-0.588,-0.24,-0.669,-0.914,0.733,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3524.0
-0.588,-0.24,-0.999,0.695,0.045,-0.803,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",2338.0
-0.211,-0.177,-0.748,-0.729,-0.078,-0.766,-0.867,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3700.0
-0.211,-0.64,-0.669,-0.729,0.045,-0.766,0.686,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",514.0
-0.211,-0.177,-0.014,0.375,-0.265,-0.766,-0.321,0.187,"[0, 1, 2, 3, 4, 5, 6, 7]",197.0
-0.754,-0.177,-0.669,-0.729,-0.663,-0.766,-0.422,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3719.0
-0.588,-0.177,-0.669,-0.081,0.045,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3390.0
-0.588,-0.177,-0.262,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3629.0
-0.588,0.439,0.938,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",135.0
-0.588,-0.177,0.158,0.695,0.045,-0.109,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",224.0
0.2,-0.177,-0.638,-0.093,-0.663,-0.766,-0.751,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3718.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.109,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3563.0
0.2,-0.177,-0.638,-0.093,-0.663,-0.766,-0.751,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3391.0
