weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.588,-0.154,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",4143.0
-0.588,-0.177,-0.669,0.712,-0.663,-0.766,-0.53,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3676.0
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.379,"[0, 1, 2, 3, 4, 5, 6, 7]",3882.0
-0.948,-0.154,-0.669,-0.138,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3594.0
-0.948,-0.154,-0.669,-0.965,-0.663,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3065.0
0.764,-0.177,-0.669,0.712,-0.663,-0.766,-0.01,-0.379,"[0, 1, 2, 3, 4, 5, 6, 7]",292.0
-0.588,-0.154,-0.669,-0.729,-0.683,-0.766,0.967,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",354.0
-0.588,-0.154,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3638.0
-0.588,-0.154,-0.262,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",4021.0
-0.984,-0.177,-0.669,-0.729,-0.683,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3549.0
-0.984,-0.177,-0.669,-0.729,-0.504,-0.766,-0.321,-0.379,"[0, 1, 2, 3, 4, 5, 6, 7]",3590.0
-0.588,-0.177,-0.262,-0.212,-0.663,-0.766,-0.53,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",602.0
-0.588,-0.177,-0.669,-0.212,-0.663,-0.882,-0.53,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3624.0
-0.588,-0.177,-0.669,-0.212,-0.683,-0.766,-0.94,-0.703,"[0, 1, 2, 3, 4, 5, 6, 7]",3584.0
-0.588,-0.177,-0.669,0.382,0.38,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3282.0
-0.588,-0.154,-0.262,-0.729,0.072,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3724.0
-0.588,-0.177,-0.322,-0.998,-0.663,-0.882,-0.53,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3816.0
0.398,-0.116,-0.322,-0.729,-0.663,-0.399,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",269.0
-0.588,-0.177,-0.669,0.712,-0.663,-0.766,-0.53,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3667.0
-0.588,-0.177,-0.322,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3824.0
