weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.889,-0.177,-0.262,-0.729,-0.18,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",4223.0
-0.889,-0.24,-0.638,-0.729,-0.85,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3672.0
-0.608,-0.24,-0.638,-0.729,0.814,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3624.0
-0.889,0.089,-0.345,-0.081,-0.347,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",574.0
-0.608,-0.24,-0.638,-0.729,-0.347,-0.805,0.751,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",379.0
-0.559,-0.24,-0.669,0.176,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3530.0
-0.608,-0.24,-0.669,-0.729,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3567.0
-0.608,-0.24,-0.669,-0.515,0.433,-0.805,0.951,-0.696,"[0, 1, 2, 3, 4, 5, 6, 7]",384.0
-0.889,0.703,-0.638,-0.081,-0.85,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",408.0
-0.889,-0.24,0.612,-0.41,-0.85,-0.766,-0.653,-0.707,"[0, 1, 2, 3, 4, 5, 6, 7]",224.0
-0.608,-0.24,-0.262,-0.729,-0.18,-0.038,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3536.0
-0.559,-0.853,-0.638,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3502.0
0.522,-0.853,-0.638,-0.081,-0.663,-0.766,-0.187,0.311,"[0, 1, 2, 3, 4, 5, 6, 7]",1375.0
-0.608,-0.425,-0.495,-0.515,0.433,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3577.0
-0.588,-0.853,-0.638,-0.081,-0.663,-0.766,0.141,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3566.0
-0.889,-0.177,-0.638,-0.081,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3621.0
-0.588,-0.853,-0.638,-0.729,-0.347,-0.805,-0.419,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3538.0
-0.559,-0.24,-0.669,-0.11,0.433,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3651.0
-0.608,-0.24,-0.262,-0.729,-0.18,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3698.0
-0.889,-0.853,-0.262,-0.081,-0.18,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1514.0
