weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.588,-0.24,-0.999,-0.081,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3613.0
-0.889,-0.599,-0.638,-0.729,-0.663,0.169,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3546.0
-0.889,-0.853,-0.669,-0.11,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3623.0
-0.608,-0.853,-0.638,-0.11,-0.663,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3440.0
-0.588,-0.24,-0.999,-0.081,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3737.0
-0.559,-0.24,-0.638,-0.081,-0.105,-0.766,-0.751,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3596.0
-0.559,-0.24,0.559,-0.081,-0.105,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",246.0
-0.588,0.372,-0.638,-0.729,-0.265,-0.805,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",433.0
-0.025,-0.853,-0.262,-0.11,-0.265,-0.766,-0.292,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1936.0
-0.608,-0.24,-0.669,-0.11,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3623.0
-0.559,-0.24,0.524,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",174.0
-0.889,-0.24,-0.669,-0.11,-0.18,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3574.0
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3662.0
-0.889,-0.177,-0.262,-0.729,-0.265,-0.529,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3744.0
-0.889,-0.177,-0.262,-0.081,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3854.0
-0.889,-0.177,-0.638,-0.823,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3627.0
-0.608,-0.24,-0.638,-0.11,-0.265,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3443.0
-0.889,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3710.0
-0.588,-0.24,-0.638,-0.081,-0.105,-0.766,0.18,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1091.0
-0.559,-0.177,-0.638,-0.081,-0.663,-0.766,-0.321,-0.791,"[0, 1, 2, 3, 4, 5, 6, 7]",3509.0
