weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.608,-0.853,-0.638,-0.081,0.794,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3398.0
-0.608,-0.853,0.718,-0.729,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",311.0
-0.23,-0.546,-0.345,-0.729,-0.85,-0.766,-0.653,-0.953,"[0, 1, 2, 3, 4, 5, 6, 7]",3586.0
-0.608,0.467,-0.669,0.627,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",434.0
-0.608,-0.853,-0.638,-0.729,-0.295,-0.766,0.177,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3492.0
-0.608,-0.853,-0.669,-0.729,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3417.0
0.178,-0.853,-0.638,-0.729,0.794,-0.766,-0.321,0.997,"[0, 1, 2, 3, 4, 5, 6, 7]",232.0
-0.608,-0.853,-0.638,-0.081,0.794,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3651.0
-0.889,-0.853,-0.638,-0.081,-0.85,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3640.0
-0.608,-0.853,-0.669,-0.081,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3531.0
-0.796,0.161,-0.638,-0.081,0.794,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",512.0
-0.796,-0.438,-0.872,-0.729,0.794,-0.678,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3608.0
-0.889,-0.546,-0.638,-0.729,0.794,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3524.0
-0.608,-0.853,-0.638,-0.081,0.794,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3452.0
-0.889,-0.546,-0.669,-0.729,-0.85,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3574.0
-0.608,-0.853,-0.638,-0.729,0.359,-0.006,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3602.0
-0.23,-0.546,-0.638,-0.729,-0.76,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3505.0
-0.608,-0.853,-0.638,-0.081,-0.294,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3365.0
-0.796,-0.546,-0.669,-0.729,-0.85,-0.766,-0.718,0.107,"[0, 1, 2, 3, 4, 5, 6, 7]",394.0
-0.608,-0.438,-0.423,-0.081,0.794,-0.006,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3439.0
