weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.588,-0.177,-0.262,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3777.0
-0.588,-0.177,-0.322,-0.998,-0.663,-0.766,-0.634,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3875.0
-0.588,-0.202,0.757,0.712,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",139.0
-0.588,-0.177,-0.262,0.712,-0.683,-0.882,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3736.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.766,-0.083,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3667.0
-0.588,-0.177,-0.669,0.712,-0.683,-0.766,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3580.0
-0.559,-0.177,-0.669,-0.729,-0.683,-0.766,-0.321,-0.349,"[0, 1, 2, 3, 4, 5, 6, 7]",3654.0
-0.588,-0.177,0.965,-0.729,-0.683,-0.022,-0.321,-0.46,"[0, 1, 2, 3, 4, 5, 6, 7]",135.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.882,0.464,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",530.0
-0.588,0.496,-0.669,-0.729,0.649,0.369,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",424.0
-0.588,-0.177,-0.038,0.712,-0.663,-0.882,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3479.0
-0.67,-0.177,-0.669,0.098,-0.663,0.427,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3570.0
-0.754,0.937,-0.262,-0.729,0.931,-0.233,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",366.0
-0.588,-0.177,-0.669,0.712,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3651.0
-0.559,0.962,-0.669,0.712,-0.239,-0.53,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",338.0
-0.588,-0.177,-0.669,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3536.0
-0.588,-0.177,-0.669,-0.729,-0.663,-0.882,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3619.0
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3762.0
-0.588,-0.026,-0.262,0.712,-0.663,-0.766,-0.659,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",1623.0
-0.588,-0.154,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3937.0
