weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3954.0
-0.588,-0.177,-0.669,-0.729,-0.179,-0.109,-0.115,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3577.0
-0.183,-0.177,-0.669,0.695,0.045,-0.109,0.048,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1063.0
0.796,-0.177,-0.669,-0.729,-0.41,-0.766,-0.422,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",343.0
0.499,-0.177,-0.262,-0.729,-0.663,-0.766,-0.751,-0.083,"[0, 1, 2, 3, 4, 5, 6, 7]",1201.0
-0.588,-0.177,-0.669,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3736.0
-0.559,-0.24,-0.262,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3535.0
-0.588,-0.999,-0.669,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3507.0
-0.588,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3696.0
-0.588,-0.542,-0.709,-0.729,-0.265,-0.109,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3455.0
0.2,-0.177,-0.638,-0.847,-0.663,-0.766,-0.285,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",1362.0
0.2,-0.177,-0.638,-0.914,-0.663,-0.766,-0.751,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1658.0
-0.588,-0.177,-0.669,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3700.0
-0.211,-0.177,-0.262,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3709.0
-0.211,-0.177,-0.669,0.712,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3648.0
-0.754,-0.177,-0.669,-0.729,-0.663,-0.766,-0.321,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3608.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.109,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3664.0
-0.588,-0.177,-0.669,-0.729,-0.683,-0.109,-0.083,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3638.0
-0.588,-0.177,-0.669,-0.914,0.733,-0.109,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3459.0
-0.559,-0.177,-0.262,-0.729,-0.265,-0.67,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3598.0
