weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.889,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3641.0
-0.785,-0.24,-0.638,-0.729,-0.663,-0.766,0.639,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",764.0
-0.766,-0.24,-0.638,-0.729,-0.18,0.363,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3477.0
-0.889,-0.24,-0.638,-0.729,-0.663,0.169,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3610.0
-0.559,-0.24,-0.646,-0.729,-0.18,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3576.0
-0.766,-0.24,-0.638,-0.081,-0.18,-0.693,0.141,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3436.0
-0.559,-0.24,-0.638,-0.729,0.632,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3487.0
-0.608,-0.24,-0.669,-0.11,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3571.0
-0.588,-0.24,-0.999,-0.081,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3718.0
-0.559,-0.24,-0.638,-0.081,-0.105,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3608.0
-0.588,-0.853,-0.999,-0.081,-0.663,-0.766,-0.321,-0.203,"[0, 1, 2, 3, 4, 5, 6, 7]",3521.0
-0.889,-0.177,-0.638,-0.081,-0.663,-0.766,-0.321,0.718,"[0, 1, 2, 3, 4, 5, 6, 7]",468.0
-0.889,-0.177,0.501,-0.729,-0.663,-0.766,-0.321,0.257,"[0, 1, 2, 3, 4, 5, 6, 7]",187.0
-0.559,-0.24,-0.638,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3640.0
-0.889,-0.853,-0.907,-0.729,0.814,-0.022,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3493.0
-0.588,-0.853,-0.638,-0.11,-0.265,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3602.0
-0.588,-0.853,-0.638,-0.729,-0.663,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3525.0
-0.889,-0.24,0.7,-0.729,-0.815,-0.766,-0.453,0.718,"[0, 1, 2, 3, 4, 5, 6, 7]",135.0
-0.559,-0.177,-0.638,-0.729,0.632,0.202,-0.321,0.718,"[0, 1, 2, 3, 4, 5, 6, 7]",183.0
-0.889,-0.177,-0.669,-0.11,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3576.0
