weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.559,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3704.0
-0.211,-0.177,-0.62,-0.081,-0.265,-0.766,-0.422,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3690.0
-0.559,-0.853,-0.262,-0.914,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3417.0
-0.588,-0.24,-0.999,0.695,0.045,-0.109,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3556.0
-0.588,-0.177,-0.669,-0.081,0.46,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",2119.0
0.184,-0.24,-0.638,-0.081,-0.663,-0.766,-0.751,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3475.0
-0.211,-0.853,-0.262,-0.914,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3376.0
-0.588,-0.177,-0.669,-0.729,0.045,-0.109,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3697.0
-0.971,-0.853,0.264,-0.081,-0.265,-0.766,-0.422,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",382.0
-0.588,-0.24,-0.262,-0.729,-0.663,-0.766,-0.644,-0.712,"[0, 1, 2, 3, 4, 5, 6, 7]",2932.0
-0.889,0.814,-0.262,-0.081,-0.663,-0.766,-0.422,0.294,"[0, 1, 2, 3, 4, 5, 6, 7]",248.0
-0.588,-0.24,-0.748,-0.729,-0.683,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3616.0
0.2,-0.24,-0.638,-0.093,-0.663,-0.766,-0.751,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3549.0
0.184,-0.24,-0.669,-0.081,-0.663,-0.766,-0.422,-0.372,"[0, 1, 2, 3, 4, 5, 6, 7]",3477.0
-0.588,-0.853,-0.999,-0.914,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3456.0
-0.588,-0.853,-0.669,-0.081,-0.265,0.28,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3465.0
-0.588,-0.24,-0.669,-0.914,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3644.0
-0.889,-0.24,-0.999,-0.081,-0.265,-0.766,-0.751,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3477.0
-0.588,-0.177,-0.669,-0.081,0.045,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3552.0
-0.211,-0.177,-0.985,-0.729,-0.663,-0.766,-0.867,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3653.0
