weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.608,-0.853,-0.638,-0.081,0.794,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3528.0
-0.608,-0.853,-0.638,-0.081,-0.18,-0.766,0.177,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3564.0
-0.608,-0.853,-0.669,-0.729,-0.18,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3549.0
-0.23,-0.853,-0.669,-0.729,-0.85,-0.766,-0.653,0.416,"[0, 1, 2, 3, 4, 5, 6, 7]",1549.0
-0.23,-0.853,-0.345,-0.081,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3424.0
-0.608,-0.853,-0.638,-0.081,0.359,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3549.0
-0.608,-0.438,-0.638,-0.081,0.794,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3528.0
-0.889,-0.853,-0.669,-0.081,-0.85,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3572.0
-0.796,-0.438,-0.638,-0.729,0.794,-0.766,0.238,-0.995,"[0, 1, 2, 3, 4, 5, 6, 7]",2818.0
-0.889,-0.546,-0.638,-0.11,-0.76,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3462.0
-0.608,-0.853,-0.872,-0.729,-0.295,-0.678,0.177,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3656.0
-0.608,-0.853,-0.638,0.368,0.359,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3501.0
-0.608,-0.853,-0.638,-0.729,-0.85,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3633.0
-0.608,-0.853,-0.638,-0.729,-0.295,-0.766,0.177,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3463.0
-0.796,-0.546,-0.638,-0.729,-0.76,-0.006,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3477.0
-0.23,0.843,-0.638,-0.729,-0.486,-0.766,0.177,-0.953,"[0, 1, 2, 3, 4, 5, 6, 7]",202.0
-0.889,-0.24,-0.345,-0.081,-0.85,-0.766,-0.653,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3778.0
-0.889,-0.853,-0.638,0.735,0.794,-0.678,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3502.0
-0.608,-0.853,-0.669,-0.081,0.359,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3470.0
-0.608,-0.853,-0.638,-0.729,0.794,-0.788,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3487.0
