weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.059,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3461.0
-0.796,-0.853,-0.669,-0.729,-0.18,0.243,-0.025,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3482.0
-0.796,-0.797,-0.669,-0.081,-0.498,0.243,-0.059,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3479.0
-0.796,-0.621,-0.669,-0.729,-0.433,-0.006,-0.461,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3463.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.096,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3352.0
-0.343,-0.621,-0.669,-0.729,0.987,-0.766,-0.59,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3488.0
-0.992,-0.853,-0.638,0.244,-0.18,0.243,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3608.0
-0.796,-0.621,-0.669,-0.729,0.987,-0.006,-0.461,-0.21,"[0, 1, 2, 3, 4, 5, 6, 7]",3575.0
-0.796,-0.621,-0.669,-0.729,0.987,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3362.0
-0.992,-0.621,-0.669,-0.729,-0.18,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3545.0
-0.343,-0.853,-0.638,-0.729,-0.18,-0.006,0.473,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",1671.0
-0.796,-0.621,-0.669,-0.729,-0.498,-0.006,-0.025,-0.013,"[0, 1, 2, 3, 4, 5, 6, 7]",3482.0
0.3,-0.797,-0.669,-0.729,0.987,0.243,-0.461,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",1530.0
-0.343,-0.621,-0.669,-0.729,0.987,-0.006,-0.059,0.078,"[0, 1, 2, 3, 4, 5, 6, 7]",3436.0
-0.796,-0.621,-0.638,-0.729,-0.18,-0.006,-0.096,0.066,"[0, 1, 2, 3, 4, 5, 6, 7]",3500.0
-0.796,-0.045,-0.669,-0.729,-0.498,-0.006,0.364,-0.173,"[0, 1, 2, 3, 4, 5, 6, 7]",533.0
-0.343,-0.853,-0.638,-0.729,0.987,-0.006,-0.461,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3494.0
-0.796,0.128,-0.669,-0.729,-0.498,-0.006,-0.025,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",459.0
-0.796,-0.621,-0.669,-0.729,0.987,-0.006,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3587.0
-0.796,-0.797,-0.638,-0.729,-0.433,-0.006,-0.096,-0.024,"[0, 1, 2, 3, 4, 5, 6, 7]",3436.0
