weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.15,-0.621,-0.949,0.816,0.15,0.446,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",1005.0
-0.992,-0.853,-0.669,-0.729,-0.498,0.116,0.514,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3633.0
-0.992,-0.603,-0.669,-0.729,0.15,0.116,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",3286.0
0.374,-0.897,-0.949,-0.587,0.185,-0.13,-0.461,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3523.0
0.374,-0.897,-0.949,0.644,-0.658,0.429,0.742,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",345.0
0.15,-0.897,-0.949,0.816,0.185,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3542.0
0.318,-0.897,-0.949,0.583,-0.18,0.116,0.388,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",964.0
0.126,-0.621,-0.949,0.256,-0.18,0.446,0.514,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",395.0
0.126,-0.897,-0.565,-0.729,-0.18,0.116,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",262.0
-0.992,-0.233,-0.949,-0.729,-0.18,0.116,0.514,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",1082.0
-0.161,-0.897,-0.949,-0.587,0.185,-0.13,-0.096,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",3564.0
0.374,-0.853,-0.638,0.644,-0.658,-0.006,0.21,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3524.0
-0.433,-0.452,-0.565,-0.435,-0.18,-0.006,0.058,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3525.0
0.15,-0.897,-0.949,-0.729,0.15,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",1612.0
0.15,-0.621,-0.565,0.816,0.15,0.446,-0.461,-0.83,"[0, 1, 2, 3, 4, 5, 6, 7]",1920.0
0.126,-0.666,-0.669,0.333,0.821,0.116,0.388,0.966,"[0, 1, 2, 3, 4, 5, 6, 7]",579.0
0.126,-0.621,-0.638,0.816,0.15,-0.006,-0.461,0.118,"[0, 1, 2, 3, 4, 5, 6, 7]",3470.0
-0.992,0.522,-0.949,-0.587,0.185,0.116,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",458.0
0.126,-0.853,-0.949,0.644,-0.18,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",3505.0
0.15,-0.621,-0.949,-0.729,0.15,0.429,-0.461,-0.556,"[0, 1, 2, 3, 4, 5, 6, 7]",2001.0
