weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.889,-0.177,-0.262,-0.729,-0.18,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",1053.0
-0.889,-0.24,-0.638,-0.729,0.433,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3611.0
-0.559,-0.24,-0.646,-0.729,0.632,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3678.0
-0.608,-0.24,-0.262,-0.729,-0.18,-0.727,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3442.0
-0.889,-0.177,-0.262,-0.729,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3952.0
0.133,-0.24,-0.638,-0.729,0.814,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",785.0
-0.889,-0.24,-0.638,-0.729,-0.347,-0.766,-0.653,-0.397,"[0, 1, 2, 3, 4, 5, 6, 7]",1329.0
-0.889,0.431,-0.669,-0.729,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",422.0
-0.608,-0.24,0.786,-0.729,-0.18,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",175.0
-0.889,-0.853,-0.638,-0.081,-0.18,-0.766,0.141,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3436.0
-0.588,-0.853,-0.638,-0.081,-0.18,-0.766,-0.321,-0.203,"[0, 1, 2, 3, 4, 5, 6, 7]",3505.0
-0.889,-0.177,-0.638,-0.081,-0.663,-0.766,0.141,0.718,"[0, 1, 2, 3, 4, 5, 6, 7]",3540.0
-0.588,-0.853,-0.638,-0.729,0.814,-0.805,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3618.0
-0.588,-0.177,-0.999,-0.729,-0.663,-0.766,-0.321,-0.015,"[0, 1, 2, 3, 4, 5, 6, 7]",3478.0
-0.766,-0.24,-0.262,-0.729,-0.18,-0.766,-0.321,-0.625,"[0, 1, 2, 3, 4, 5, 6, 7]",3811.0
0.659,0.992,-0.669,-0.729,-0.18,-0.283,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",218.0
-0.608,-0.24,-0.669,-0.11,-0.265,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3587.0
-0.588,-0.853,-0.567,-0.081,-0.663,-0.873,0.141,0.613,"[0, 1, 2, 3, 4, 5, 6, 7]",3438.0
-0.559,-0.24,-0.638,-0.081,-0.663,-0.766,-0.321,-0.757,"[0, 1, 2, 3, 4, 5, 6, 7]",3674.0
-0.889,-0.177,-0.638,-0.081,-0.18,-0.766,-0.321,0.534,"[0, 1, 2, 3, 4, 5, 6, 7]",343.0
